2048 x 2048

Seq
1,847028732300
1,628875732422
1,965045928955
2,013921737671
1,695156097412
2,067804336548
1,760005950928
2,233982086182
1,641035079956
2,259016036987

2T
2,379179000854
1,533031463623
1,523017883301
1,407146453857
1,550912857056
1,558065414429
1,323938369751
1,549959182739
1,550912857056
1,572132110596


4T
1,332998275757
1,308917999268
1,351118087769
1,338005065918
1,286029815674
1,414060592651
1,335859298706
1,309156417847
1,337051391602
1,299142837524

6T
1,368045806885
1,500844955444
1,579999923706
1,343011856079
1,625061035156
1,360893249512
1,323938369751
2,464056015015
1,352071762085
1,376867294312

8T
1,461982727051
1,454830169678
1,435041427612
1,442909240723
1,380920410156
1,636028289795
1,482009887695
1,456022262573
1,652002334595
1,485824584961







4096 x 4096

Seq
8,867025375366
6,570816040039
9,013175964355
8,872985839844
6,629943847656
6,614923477173
8,859157562256
8,909940719604
6,561994552612
9,082794189453

2T
4,447937011719
4,477977752686
5,040884017944
5,017042160034
6,599903106689
5,541086196899
4,755973815918
5,721092224121
4,812002182007
5,636930465698

4T
6,093025207520
4,547119140625
4,502773284912
4,467010498047
5,138158798218
5,255937576294
4,437923431396
4,454135894775
4,970073699951
4,872798919678

6T
4,526853561401
4,523038864136
4,714012145996
4,585027694702
4,534006118774
4,518985748291
4,513025283813
4,549026489258
5,009889602661
5,604982376099

8T
5,944967269897
4,671096801758
6,446838378906
4,722118377686
4,686117172241
4,565000534058
6,623983383179
4,913091659546
4,642963409424
4,769086837769





8192 x 8192

Seq
30,450105667114
41,905164718628
35,625934600830
29,149055480957
34,936904907227
30,422925949097
30,751943588257
36,167144775391
27,294874191284
34,873008728027


2T
18,299818038940
17,955064773560
17,741918563843
19,378185272217
19,148826599121
19,512891769409
24,228096008301
17,462968826294
18,275022506714
21,342992782593

4T
19,694089889526
17,719984054565
17,930030822754
20,237922668457
17,693996429443
17,287969589233
17,985105514526
17,328023910522
17,759084701538
20,303964614868

6T
18,005847930908
17,516136169434
17,889976501465
18,136024475098
17,765045166016
18,959999084473
17,423868179321
17,518997192383
17,371892929077
17,666816711426

8T
18,217086791992
17,518997192383
17,838001251221
17,467021942139
17,288208007812
17,467021942139
19,543886184692
17,349004745483
18,253087997437
17,394065856934




